label,status,latency_ms,server_processing_ms,error_kind
benign,403,2062.73,,
benign,403,29.23,,
benign,403,22.91,,
benign,403,24.38,,
benign,403,22.95,,
benign,403,25.97,,
benign,403,27.64,,
benign,403,25.61,,
benign,403,25.27,,
benign,403,26.52,,
benign,403,27.02,,
benign,403,26.23,,
benign,403,27.42,,
benign,403,29.89,,
benign,403,28.53,,
benign,403,25.35,,
benign,403,23.15,,
benign,403,25.46,,
benign,403,22.86,,
benign,403,24.47,,
benign,403,22.5,,
benign,403,24.74,,
benign,403,21.77,,
benign,403,24.98,,
benign,403,22.77,,
benign,403,26.01,,
benign,403,29.82,,
benign,403,28.33,,
benign,403,29.24,,
benign,403,41.6,,
sqli,403,28.96,,
sqli,403,23.0,,
sqli,403,25.58,,
sqli,403,28.68,,
sqli,403,27.82,,
sqli,403,51.58,,
sqli,403,28.44,,
sqli,403,29.17,,
sqli,403,33.87,,
sqli,403,36.34,,
sqli,403,43.54,,
sqli,403,25.39,,
xss,403,23.11,,
xss,403,22.58,,
xss,403,23.01,,
xss,403,28.82,,
xss,403,26.85,,
xss,403,28.93,,
xss,403,24.05,,
xss,403,22.72,,
xss,403,26.94,,
xss,403,23.68,,
xss,403,23.66,,
xss,403,26.35,,
misc,403,23.97,,
misc,403,25.12,,
misc,403,25.09,,
misc,403,28.39,,
misc,403,25.54,,
misc,403,26.14,,
misc,403,25.81,,
misc,403,25.46,,
misc,403,24.43,,
misc,403,27.18,,
misc,403,24.81,,
misc,403,39.27,,
burst,403,25.19,,
burst,403,21.84,,
burst,403,24.38,,
burst,403,26.21,,
burst,403,27.71,,
burst,403,23.13,,
burst,403,29.67,,
burst,403,32.87,,
burst,403,24.57,,
burst,403,22.83,,
burst,403,24.38,,
burst,403,24.99,,
burst,403,23.86,,
burst,403,23.86,,
burst,403,27.33,,
burst,403,24.87,,
burst,403,30.79,,
burst,403,30.16,,
burst,403,36.49,,
burst,403,29.84,,
burst,403,25.76,,
burst,403,23.37,,
burst,403,23.22,,
burst,403,26.38,,
burst,403,23.73,,
burst,403,27.76,,
burst,403,29.16,,
burst,403,30.71,,
burst,403,37.67,,
burst,403,40.81,,
burst,403,41.61,,
burst,403,30.97,,
burst,403,25.75,,
burst,403,26.89,,
burst,403,26.78,,
burst,403,32.33,,
burst,403,28.08,,
burst,403,27.27,,
burst,403,27.25,,
burst,403,26.19,,
burst,403,29.66,,
burst,403,25.75,,
burst,403,25.83,,
burst,403,30.09,,
burst,403,45.66,,
burst,403,43.8,,
burst,403,38.68,,
burst,403,29.99,,
burst,403,30.09,,
burst,403,30.28,,
burst,403,31.58,,
burst,403,25.43,,
burst,403,24.45,,
burst,403,24.52,,
burst,200,293.29,,
burst,200,31.76,,
burst,403,25.49,,
burst,403,24.86,,
burst,403,101.89,,
burst,403,30.23,,
