label,status,latency_ms,server_processing_ms,error_kind
benign,403,2051.47,,
benign,403,43.04,,
benign,403,23.49,,
benign,403,23.14,,
benign,403,25.17,,
benign,403,24.18,,
benign,403,23.97,,
benign,403,25.27,,
benign,403,24.64,,
benign,403,23.14,,
benign,403,29.23,,
benign,403,23.93,,
benign,403,22.73,,
benign,403,24.67,,
benign,403,26.45,,
benign,403,23.62,,
benign,403,25.16,,
benign,403,25.02,,
benign,403,25.05,,
benign,403,35.23,,
benign,403,39.9,,
benign,403,24.81,,
benign,403,23.67,,
benign,403,25.17,,
benign,403,29.43,,
benign,403,34.61,,
benign,403,40.47,,
benign,403,24.77,,
benign,403,41.57,,
benign,403,25.31,,
sqli,403,26.33,,
sqli,403,24.82,,
sqli,403,25.39,,
sqli,403,28.71,,
sqli,403,30.46,,
sqli,403,26.17,,
sqli,403,26.05,,
sqli,403,24.87,,
sqli,403,26.18,,
sqli,403,25.36,,
sqli,403,29.67,,
sqli,403,26.92,,
xss,403,25.97,,
xss,403,25.34,,
xss,403,26.72,,
xss,403,24.78,,
xss,403,28.3,,
xss,403,25.17,,
xss,403,26.09,,
xss,403,25.13,,
xss,403,24.91,,
xss,403,26.71,,
xss,403,25.1,,
xss,403,29.13,,
misc,403,26.24,,
misc,403,28.42,,
misc,403,25.27,,
misc,403,25.77,,
misc,403,27.28,,
misc,403,28.12,,
misc,403,26.2,,
misc,403,26.26,,
misc,403,25.53,,
misc,403,26.2,,
misc,403,26.26,,
misc,403,26.59,,
burst,403,26.02,,
burst,403,24.37,,
burst,403,25.95,,
burst,403,25.09,,
burst,403,30.06,,
burst,403,31.55,,
burst,403,25.11,,
burst,403,24.88,,
burst,403,29.3,,
burst,403,25.62,,
burst,403,24.61,,
burst,403,25.44,,
burst,403,27.68,,
burst,403,24.68,,
burst,403,25.0,,
burst,403,24.65,,
burst,403,24.42,,
burst,403,25.59,,
burst,403,23.97,,
burst,403,29.07,,
burst,403,25.34,,
burst,403,25.88,,
burst,403,25.32,,
burst,403,26.12,,
burst,403,28.34,,
burst,403,25.3,,
burst,403,27.63,,
burst,403,25.72,,
burst,403,25.69,,
burst,403,24.89,,
burst,403,28.98,,
burst,403,30.75,,
burst,403,28.34,,
burst,403,30.95,,
burst,403,30.77,,
burst,403,50.07,,
burst,403,46.6,,
burst,403,23.37,,
burst,403,24.93,,
burst,403,22.89,,
burst,403,30.37,,
burst,403,25.12,,
burst,403,25.01,,
burst,403,27.54,,
burst,403,23.33,,
burst,403,36.43,,
burst,403,23.64,,
burst,403,24.74,,
burst,403,24.38,,
burst,403,32.78,,
burst,403,30.42,,
burst,403,26.02,,
burst,403,24.89,,
burst,403,24.36,,
burst,403,29.4,,
burst,403,24.71,,
burst,403,23.69,,
burst,403,23.79,,
burst,403,23.97,,
burst,403,24.51,,
