label,status,latency_ms,server_processing_ms,error_kind
benign,200,2364.47,,
benign,403,23.19,,
benign,403,31.33,,
benign,403,22.28,,
benign,403,25.82,,
benign,403,25.66,,
benign,403,23.05,,
benign,403,23.51,,
benign,403,21.99,,
benign,403,24.58,,
benign,403,22.05,,
benign,403,24.32,,
benign,403,30.47,,
benign,403,28.63,,
benign,403,33.15,,
benign,403,42.15,,
benign,403,29.38,,
benign,403,27.88,,
benign,403,31.61,,
benign,403,27.69,,
benign,403,23.88,,
benign,403,31.77,,
benign,403,64.76,,
benign,403,28.1,,
benign,403,28.12,,
benign,403,28.75,,
benign,403,33.01,,
benign,403,29.52,,
benign,403,24.54,,
benign,403,30.49,,
sqli,403,23.13,,
sqli,403,28.97,,
sqli,403,23.14,,
sqli,403,29.35,,
sqli,403,23.11,,
sqli,403,24.86,,
sqli,403,22.86,,
sqli,403,27.0,,
sqli,403,23.37,,
sqli,403,26.45,,
sqli,403,23.64,,
sqli,403,24.71,,
xss,403,23.19,,
xss,403,28.61,,
xss,403,32.99,,
xss,403,29.6,,
xss,403,28.58,,
xss,403,23.32,,
xss,403,24.45,,
xss,403,24.82,,
xss,403,26.34,,
xss,403,23.52,,
xss,403,25.19,,
xss,403,24.05,,
misc,403,26.02,,
misc,403,25.45,,
misc,403,25.53,,
misc,403,25.18,,
misc,403,29.33,,
misc,403,35.44,,
misc,403,44.68,,
misc,403,25.71,,
misc,403,24.81,,
misc,403,26.0,,
misc,403,26.43,,
misc,403,25.72,,
burst,403,22.6,,
burst,403,25.14,,
burst,403,24.46,,
burst,403,23.59,,
burst,403,24.19,,
burst,403,24.54,,
burst,403,24.02,,
burst,403,30.12,,
burst,403,23.86,,
burst,403,24.45,,
burst,403,25.56,,
burst,403,24.83,,
burst,403,25.1,,
burst,403,26.68,,
burst,403,23.84,,
burst,403,23.36,,
burst,403,22.66,,
burst,403,24.3,,
burst,403,23.79,,
burst,403,24.84,,
burst,403,28.2,,
burst,403,29.29,,
burst,403,33.0,,
burst,403,29.02,,
burst,403,43.11,,
burst,403,23.09,,
burst,403,25.45,,
burst,403,23.91,,
burst,403,23.39,,
burst,403,23.33,,
burst,403,27.11,,
burst,403,23.6,,
burst,403,23.71,,
burst,403,24.32,,
burst,403,23.92,,
burst,403,23.66,,
burst,403,22.35,,
burst,403,29.61,,
burst,403,33.63,,
burst,403,24.87,,
burst,403,23.89,,
burst,403,22.82,,
burst,403,24.11,,
burst,403,23.99,,
burst,403,24.63,,
burst,403,23.97,,
burst,403,24.27,,
burst,403,24.81,,
burst,403,22.54,,
burst,403,23.63,,
burst,403,25.07,,
burst,403,24.18,,
burst,403,23.52,,
burst,403,30.3,,
burst,403,24.68,,
burst,403,24.76,,
burst,403,27.98,,
burst,403,25.53,,
burst,403,27.09,,
burst,403,28.38,,
