label,status,latency_ms,server_processing_ms,error_kind
benign,403,2088.97,,
benign,403,24.15,,
benign,403,24.65,,
benign,403,24.65,,
benign,403,24.82,,
benign,403,23.92,,
benign,403,23.99,,
benign,403,23.42,,
benign,403,23.15,,
benign,403,26.02,,
benign,403,39.4,,
benign,403,34.59,,
benign,403,33.54,,
benign,403,37.65,,
benign,403,25.32,,
benign,403,41.1,,
benign,403,25.35,,
benign,403,24.89,,
benign,403,23.54,,
benign,403,24.41,,
benign,403,24.58,,
benign,403,24.38,,
benign,403,26.02,,
benign,403,23.26,,
benign,403,23.13,,
benign,403,23.51,,
benign,403,24.75,,
benign,403,25.05,,
benign,403,35.99,,
benign,403,26.59,,
sqli,403,33.54,,
sqli,403,25.98,,
sqli,403,33.01,,
sqli,403,25.3,,
sqli,403,31.68,,
sqli,403,26.87,,
sqli,403,25.06,,
sqli,403,40.9,,
sqli,403,30.91,,
sqli,403,29.4,,
sqli,403,32.22,,
sqli,403,34.25,,
xss,403,44.68,,
xss,403,25.38,,
xss,403,26.35,,
xss,403,25.28,,
xss,403,25.03,,
xss,403,22.93,,
xss,403,26.3,,
xss,403,24.99,,
xss,403,24.68,,
xss,403,25.12,,
xss,403,25.84,,
xss,403,25.66,,
misc,403,25.68,,
misc,403,30.76,,
misc,403,30.56,,
misc,403,30.24,,
misc,403,27.43,,
misc,403,29.49,,
misc,403,24.2,,
misc,403,25.87,,
misc,403,24.8,,
misc,403,26.15,,
misc,403,25.95,,
misc,403,26.07,,
burst,403,25.62,,
burst,200,290.03,,
burst,403,26.85,,
burst,403,26.07,,
burst,403,24.77,,
burst,403,23.34,,
burst,403,23.84,,
burst,403,23.57,,
burst,403,27.86,,
burst,403,24.63,,
burst,403,25.56,,
burst,403,24.01,,
burst,403,26.36,,
burst,403,23.57,,
burst,403,23.69,,
burst,403,25.59,,
burst,403,26.59,,
burst,403,24.65,,
burst,403,24.11,,
burst,403,25.1,,
burst,403,27.66,,
burst,403,25.35,,
burst,403,29.78,,
burst,403,39.43,,
burst,403,28.14,,
burst,403,30.26,,
burst,403,28.7,,
burst,403,42.83,,
burst,403,24.64,,
burst,403,29.61,,
burst,403,24.99,,
burst,403,23.61,,
burst,403,25.97,,
burst,403,23.46,,
burst,403,23.32,,
burst,403,24.35,,
burst,403,24.83,,
burst,403,25.68,,
burst,403,26.35,,
burst,403,24.92,,
burst,403,23.58,,
burst,403,24.67,,
burst,403,27.71,,
burst,403,24.15,,
burst,403,24.88,,
burst,403,24.36,,
burst,403,22.87,,
burst,403,24.06,,
burst,403,23.71,,
burst,403,23.79,,
burst,403,24.85,,
burst,403,24.98,,
burst,403,25.08,,
burst,403,25.38,,
burst,403,27.52,,
burst,403,25.04,,
burst,403,24.26,,
burst,403,24.54,,
burst,403,29.3,,
burst,403,25.12,,
